,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Children,Gasto_Total
1427,Doctorate,Con Pareja,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,52,1,19
1428,NoGraduation,Soltero,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,66,2,61
1429,Graduation,Soltero,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,52,0,449
1430,Master,Con Pareja,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,41,1,37
1431,NoGraduation,Soltero,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,51,1,38
1432,Graduation,Con Pareja,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,39,0,1131
1433,Graduation,Soltero,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,51,2,34
1434,Graduation,Soltero,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,57,2,294
1435,NoGraduation,Con Pareja,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,45,2,48
1436,Graduation,Con Pareja,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,63,2,289
1437,NoGraduation,Con Pareja,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,38,0,30
1438,Graduation,Con Pareja,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,60,0,125
1439,Graduation,Con Pareja,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,41,1,156
1440,Graduation,Con Pareja,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,72,2,70
1441,Master,Con Pareja,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,75,2,22
1442,Graduation,Con Pareja,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,45,1,65
1443,Master,Soltero,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,76,0,1930
1444,Graduation,Con Pareja,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,78,0,2283
1445,Graduation,Con Pareja,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,66,0,310
1446,NoGraduation,Con Pareja,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,53,0,1319
1447,Graduation,Con Pareja,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,67,1,879
1448,Doctorate,Con Pareja,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,42,0,1244
1449,NoGraduation,Con Pareja,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,51,1,690
1450,Graduation,Con Pareja,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,52,1,209
1451,Graduation,Con Pareja,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,59,0,1134
1453,Doctorate,Soltero,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,57,1,57
1454,Doctorate,Con Pareja,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,59,0,529
1455,Graduation,Con Pareja,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,55,0,1091
1456,Graduation,Soltero,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,53,1,180
1457,Graduation,Con Pareja,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,52,2,77
1459,Doctorate,Con Pareja,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,50,0,534
1460,Master,Soltero,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,74,1,556
1462,Doctorate,Con Pareja,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,69,2,46
1463,Graduation,Con Pareja,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,46,1,44
1464,Master,Con Pareja,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,38,1,47
1466,Graduation,Con Pareja,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,71,1,586
1467,Graduation,Con Pareja,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,72,0,1574
1468,Doctorate,Con Pareja,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,74,2,13
1469,Graduation,Con Pareja,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,54,1,1471
1470,NoGraduation,Con Pareja,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,54,2,65
1471,Graduation,Con Pareja,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,47,1,175
1472,Graduation,Soltero,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,58,1,40
1473,Doctorate,Con Pareja,94871.0,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,55,2,1078
1474,Graduation,Con Pareja,65148.0,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,66,1,1115
1475,Graduation,Con Pareja,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,70,1,134
1476,Master,Soltero,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,68,0,1540
1477,Doctorate,Con Pareja,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,54,1,87
1478,Master,Soltero,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,37,0,217
1479,Doctorate,Con Pareja,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,63,1,1034
1481,Graduation,Con Pareja,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,64,1,819
1482,NoGraduation,Con Pareja,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,43,1,32
1483,Graduation,Con Pareja,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,44,1,46
1484,NoGraduation,Con Pareja,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,48,1,1159
1485,Master,Soltero,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,48,1,860
1486,Master,Con Pareja,79419.0,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0,54,0,1631
1489,Master,Con Pareja,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,52,1,380
1491,Doctorate,Soltero,42873.0,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,74,2,269
1494,Graduation,Con Pareja,35765.0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,34,1,75
1495,Graduation,Con Pareja,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,0,65,0,1045
1496,Graduation,Soltero,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,0,0,0,0,0,0,0,47,1,55
1497,Doctorate,Con Pareja,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,0,1,55,1,1064
1498,Graduation,Con Pareja,71706.0,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,65,1,1443
1499,Graduation,Con Pareja,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,36,0,1366
1501,NoGraduation,Soltero,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,51,1,38
1502,Graduation,Con Pareja,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,47,1,436
1505,Master,Con Pareja,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0,50,0,928
1507,NoGraduation,Con Pareja,46772.0,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0,49,1,1048
1508,Doctorate,Con Pareja,78931.0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,53,0,943
1509,Graduation,Con Pareja,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,66,1,907
1510,Graduation,Con Pareja,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,36,0,1198
1511,Master,Soltero,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,49,2,120
1512,Graduation,Con Pareja,73538.0,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0,59,1,1658
1513,Graduation,Con Pareja,79529.0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,0,38,0,1638
1514,NoGraduation,Con Pareja,20981.0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,0,1,47,0,73
1515,Graduation,Soltero,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,44,1,275
1516,Graduation,Con Pareja,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,62,1,854
1517,Graduation,Con Pareja,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,46,1,78
1518,Master,Con Pareja,37787.0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,52,1,106
1519,Graduation,Soltero,27242.0,2,3,17,26,20,1,39,2,2,0,3,9,0,0,0,0,0,0,1,54,1,106
1520,Doctorate,Soltero,87188.0,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,0,1,41,0,1923
1521,Graduation,Con Pareja,69930.0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,53,0,1662
1522,Graduation,Soltero,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,48,1,84
1523,Doctorate,Con Pareja,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,51,1,48
1526,Doctorate,Soltero,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,76,0,1234
1527,Graduation,Con Pareja,28087.0,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,66,2,112
1528,Doctorate,Soltero,74004.0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,0,1,37,0,1658
1529,Graduation,Con Pareja,19740.0,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,64,1,55
1531,NoGraduation,Con Pareja,53083.0,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0,66,2,271
1532,Doctorate,Con Pareja,69283.0,41,674,62,134,0,26,8,4,7,3,13,5,0,0,0,0,0,0,0,49,1,904
1533,Master,Soltero,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,1,49,2,120
1534,NoGraduation,Con Pareja,23331.0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,0,0,0,0,0,36,1,103
1535,NoGraduation,Soltero,23331.0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0,0,36,1,269
1536,Graduation,Soltero,9255.0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0,35,1,22
1537,Doctorate,Soltero,67786.0,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,1,65,0,1156
1538,Doctorate,Con Pareja,71969.0,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,0,53,1,1086
1539,Master,Soltero,59235.0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0,57,1,1128
1540,Graduation,Con Pareja,31928.0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,35,1,72
1541,Master,Con Pareja,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,63,2,964
1542,Graduation,Con Pareja,65819.0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,0,0,0,0,0,46,0,1383
1543,Doctorate,Soltero,51411.0,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,71,3,18
1544,Graduation,Soltero,51983.0,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,0,60,1,793
1545,Master,Con Pareja,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,38,1,100
1546,NoGraduation,Con Pareja,30390.0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0,37,0,80
1547,Graduation,Soltero,30983.0,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,0,1,61,0,167
1548,Graduation,Soltero,66033.0,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,67,1,677
1549,NoGraduation,Con Pareja,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,49,2,23
1550,Master,Soltero,57530.0,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,0,73,1,92
1551,NoGraduation,Con Pareja,76800.0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,59,0,641
1552,Graduation,Con Pareja,63943.0,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0,68,1,1106
1553,Graduation,Con Pareja,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,62,0,1033
1554,Graduation,Con Pareja,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,50,1,1174
1555,Master,Con Pareja,37054.0,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0,0,57,2,25
1557,Graduation,Soltero,31859.0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0,48,1,20
1558,Graduation,Soltero,27215.0,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,63,3,102
1559,Doctorate,Soltero,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,48,1,1034
1560,Graduation,Con Pareja,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,41,1,156
1561,Master,Con Pareja,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,48,2,458
1562,Graduation,Con Pareja,24645.0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,36,1,17
1563,Graduation,Soltero,79865.0,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,70,1,792
1564,Graduation,Con Pareja,44322.0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,39,1,92
1565,Graduation,Soltero,47958.0,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0,72,1,407
1566,Master,Soltero,63972.0,93,928,63,254,0,12,12,4,5,4,10,4,0,1,0,0,0,0,0,60,1,1269
1567,Graduation,Con Pareja,75315.0,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0,70,1,841
1568,Doctorate,Con Pareja,55517.0,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,0,1,74,2,633
1570,Doctorate,Soltero,82800.0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1,78,0,1315
1571,Graduation,Con Pareja,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,70,2,54
1573,Master,Con Pareja,27161.0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,0,0,0,0,0,38,1,52
1574,Graduation,Con Pareja,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,0,1,47,1,436
1575,Doctorate,Con Pareja,38201.0,19,233,0,23,0,0,12,4,5,1,5,8,0,0,0,0,0,0,0,64,1,268
1576,Graduation,Con Pareja,45203.0,4,35,3,67,10,8,24,1,3,1,3,6,0,0,0,0,0,0,1,42,2,147
1578,Graduation,Con Pareja,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,32,0,137
1579,Master,Soltero,60482.0,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,48,1,507
1580,Graduation,Con Pareja,34633.0,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,68,3,15
1581,Master,Con Pareja,78093.0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,77,0,1105
1582,Graduation,Soltero,82460.0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,74,0,974
1583,Master,Con Pareja,45903.0,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0,58,1,66
1584,Graduation,Soltero,81361.0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,1,37,0,778
1585,Doctorate,Soltero,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1,51,2,49
1586,Master,Con Pareja,40442.0,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,0,1,72,2,169
1587,Graduation,Con Pareja,61482.0,39,48,58,68,16,66,43,1,3,2,6,2,0,0,0,0,0,0,0,59,0,299
1589,Graduation,Con Pareja,75794.0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,0,37,0,1682
1590,Doctorate,Con Pareja,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,62,1,155
1591,Graduation,Con Pareja,74268.0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,69,0,892
1592,NoGraduation,Con Pareja,13724.0,43,2,7,5,2,15,27,1,2,0,2,9,1,0,0,0,0,0,0,36,1,58
1593,Master,Con Pareja,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,59,1,311
1594,Doctorate,Soltero,52569.0,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,57,1,95
1595,Doctorate,Soltero,48432.0,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,1,51,1,424
1596,Master,Con Pareja,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,64,2,47
1597,Graduation,Soltero,36108.0,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,0,0,40,1,339
1598,Graduation,Con Pareja,76445.0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,0,53,1,1410
1599,Doctorate,Con Pareja,36663.0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,0,49,1,35
1600,Master,Con Pareja,53843.0,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0,59,1,562
1601,Master,Con Pareja,90226.0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,68,0,2352
1602,Master,Soltero,70638.0,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,0,0,69,0,1334
1603,Graduation,Con Pareja,44512.0,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,64,2,32
1604,Graduation,Con Pareja,27116.0,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,63,2,41
1605,Doctorate,Con Pareja,54072.0,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,0,0,61,2,39
1606,Graduation,Con Pareja,71855.0,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,0,0,47,1,1141
1607,NoGraduation,Soltero,51250.0,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,34,1,710
1608,Master,Con Pareja,60432.0,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,0,0,51,1,401
1609,Doctorate,Con Pareja,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,60,1,506
1610,Graduation,Soltero,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,36,0,1538
1611,NoGraduation,Con Pareja,12393.0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,0,0,0,0,0,46,0,57
1612,Graduation,Soltero,64509.0,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,0,1,34,0,1722
1613,Graduation,Soltero,33955.0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,0,49,1,270
1614,Graduation,Con Pareja,31353.0,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,1,47,2,31
1615,Graduation,Con Pareja,55434.0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,40,1,882
1616,Graduation,Con Pareja,28359.0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0,0,41,1,16
1617,Graduation,Soltero,57100.0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,0,37,1,311
1618,Graduation,Con Pareja,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,59,1,227
1620,Doctorate,Con Pareja,51717.0,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,59,1,122
1621,Graduation,Con Pareja,18793.0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0,53,1,77
1622,NoGraduation,Con Pareja,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,42,0,1289
1624,Graduation,Con Pareja,54414.0,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,61,2,211
1625,Doctorate,Con Pareja,54549.0,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,72,1,233
1626,Doctorate,Soltero,47111.0,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,53,1,1092
1627,Doctorate,Soltero,41003.0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,61,0,601
1628,Graduation,Con Pareja,19444.0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,1,42,1,54
1629,NoGraduation,Con Pareja,36301.0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,48,1,78
1630,Doctorate,Con Pareja,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,77,1,1095
1631,Doctorate,Con Pareja,42731.0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,55,1,244
1632,Doctorate,Con Pareja,52854.0,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,0,65,2,116
1633,Graduation,Con Pareja,22775.0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,46,1,15
1634,Doctorate,Con Pareja,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,76,2,425
1635,Doctorate,Con Pareja,59821.0,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,69,1,734
1636,Graduation,Soltero,50002.0,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,70,1,638
1637,Graduation,Con Pareja,69755.0,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,79,0,894
1638,Graduation,Con Pareja,44078.0,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,55,2,41
1639,Master,Con Pareja,30560.0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,48,1,31
1640,Master,Con Pareja,35924.0,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,55,2,34
1643,NoGraduation,Con Pareja,24594.0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,45,1,29
1644,NoGraduation,Con Pareja,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,43,1,823
1645,Master,Soltero,39228.0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0,64,0,20
1646,Master,Con Pareja,58494.0,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,50,1,396
1647,Graduation,Soltero,58684.0,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,0,43,0,813
1648,Graduation,Soltero,57136.0,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,1,57,0,1179
1649,Doctorate,Soltero,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,74,2,138
1650,Graduation,Con Pareja,22448.0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0,42,1,55
1651,Graduation,Soltero,82014.0,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,1,63,0,1511
1652,Graduation,Soltero,34213.0,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,1,61,2,117
1654,Doctorate,Soltero,25358.0,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,77,1,32
1655,Master,Soltero,35544.0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,46,1,67
1656,Master,Con Pareja,36634.0,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,0,70,1,335
1657,Doctorate,Con Pareja,62670.0,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,70,1,825
1658,NoGraduation,Con Pareja,50334.0,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,52,1,694
1659,Graduation,Soltero,72066.0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1,43,0,1792
1661,Graduation,Con Pareja,34916.0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,56,2,231
1662,Graduation,Soltero,64892.0,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,48,1,902
1663,Graduation,Soltero,43602.0,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0,58,2,68
1664,Doctorate,Soltero,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,35,0,71
1665,NoGraduation,Soltero,41473.0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,39,1,76
1666,Doctorate,Con Pareja,63246.0,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,57,2,772
1667,Doctorate,Con Pareja,36732.0,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0,65,2,47
1669,Doctorate,Con Pareja,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,57,1,1529
1670,Doctorate,Soltero,37929.0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1,39,0,265
1671,Graduation,Con Pareja,86610.0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,73,0,1603
